timestamp,txHash,height,txIdx
1.737893541612e+12,C7970C12A5429D535193AB5E83FDFD4352577E51434971A73BD4C5594AC103DF,4,20
1.737893541457e+12,4663018AD6B3796507B56A28D59C16C764C6317F8B5C6E7D5A859CC90592D25E,4,21
1.737893541611e+12,17274D5DFCED5C8B2CE5E31DABC1EF959C935C1DC8672CBCB9CCAA85226A4E35,4,22
1.73789354145e+12,9151B25CC4318D7A67A681722F0F39D7F6DC30E3D1F7DAE6D15EE68E3BEE09F6,4,23
1.737893541456e+12,5F7BAFB7FF9895A5F63C37F458EDBD01E11AEE4B59540FBBFC5B9BB57AA5B935,4,24
1.737893541556e+12,D6B5365277CEA1F1D0150AA8FC2A19A455FCF79CCC7E1A08CC3B04C8CA01228B,4,25
1.737893541564e+12,6CCE42B7360D5B179877073D8EEA7E7C95F4A199EDE04C7C94B70FFFD7F7A97D,4,26
1.737893541616e+12,FB712DE25DC6214E1A44459DBF2399139CAEAF7F4DEA43894F7A23A7D8B0A838,4,27
1.737893541456e+12,F4C07B84B83C67F873EA166A5E90193C4A202F8BF2D3ACD975434BEC81D66C7E,4,28
1.737893541612e+12,7CA6BD4C3FFA8DA0EBB462E8EBE0310AC80AC69380BC8D6411AE408065FFD9B3,4,29
1.737893541555e+12,9BF551312275EB5775D5F31D9CAB812CA8A027369353900288A9730CF6C541E8,4,30
1.737893541611e+12,B58484DE76D42785DA915061E77C5B539DF0C34B83B815F858FDAFF402FF60C4,4,31
1.737893541623e+12,3F3516E6D198851A2B5E3B8B2CD7869F19544FF099D51828C27D4D64AAD06935,4,32
1.737893541611e+12,5BEAE5B3EA6C18E7FCFE36BA81A6F9402ACA55C2843E750D2E596A57E290B9AC,4,33
1.737893541449e+12,962EAC1E463F156BE836F55CE90B07C8AAABDD06C0EA81AF3ECA9B615EDA2965,4,34
1.737893541611e+12,D9E3D9B2E9271ACF96AFD45A8486334524A1078F208BA34435022CDF27E8714A,4,35
1.737893541611e+12,1C2ABDA4E14952B9AD1FA3DD2964CE7BE674DC6A06389E4234F71BECF209B77D,4,36
1.737893541499e+12,6C8A0F774E974CC1BED543CC06F98487FA0E4AB669F7570EED9DCF2B22FC9BEA,4,37
1.737893541611e+12,65B893AE8243FAD8A9BC9BDD1709D82BF83B79B63743CF657708FE3B61DDA48C,4,38
1.737893541457e+12,9B6E0EE7D607649424720996553F0D2E29162C87B66DFB0CA623E9DDA8336FC8,4,39
1.737893541622e+12,590D4A8CBA8BEC94FFBE662809E96586A1EC75AF18CE687102316AD48EA7E6DB,4,40
1.737893541612e+12,E0A536263760FE9DA3D64154F911BDED922C531BD2DAEF7C1D570726730B6EA0,4,41
1.737893541623e+12,8C566ADCD5F7B8FE0DCF9254F0A1DC18DCF11A70F746B5062075C8425A0DF993,4,42
1.737893541555e+12,4121ADDEC6081E6FC36576384843E5A6457614BEF9FCE1178644DA1C1B48DDB2,4,43
1.737893541456e+12,F79F92E84B700E856FEE2602032583ADAE39B22F9E221946C346A814A7EBCF24,4,44
1.737893541456e+12,65CE73797E867489AF67FDDE72B28DDA5C6988621864DF49B324D44729E27CDA,4,45
1.737893541555e+12,131C32EBF5EACB6101B34146EB69B1DFBF07F8632045724EA24633FA0C8B1283,4,46
1.737893541495e+12,4E5B32652A9B77D19CE4501E11FB2F6777FEB3225B425BCC51799834AA08CC24,4,47
1.737893541555e+12,AAA77105825D93847C20A88BC412A328787A44637DFA1E4503DE17B0FB621A9A,4,48
1.737893541611e+12,1EA7EFE5273A5E7B1E304AF5AD4B705EC09473140B0574B5F5A72A8038B6A576,4,49
1.737893541555e+12,6B3C2C140B9A4A408451A8D2F59DDD11F354B274B5AE34A858C3E86A51C77E77,4,50
1.737893541611e+12,35759A7ADC82CB33E34892658E4A2BEFB7CA1D4864220B2387C743AC3BC46C34,4,51
1.737893541495e+12,9C5F481C258CE567308B1210B7937AAA517167CE29766EBBB7675B1DEB6CF34C,4,52
1.737893541495e+12,8DD55726276D18EB0BD444DEDD6FAA24C8FC8268E94ED57F593F9B54046D9F95,4,53
1.737893541555e+12,24D6CF3E96D824A3BE70781012EF09B213684AB4B5836D0602E67B562751E84E,4,54
1.737893541565e+12,E38F8190B90A3803B02477C8A3BC4897B85801C76024B85D9970BA8CA7C68C72,4,55
1.737893541556e+12,4246911CB3E5C42DE257B241C6664724B5731DFA79E120BB7448FB1DD87636FF,4,56
1.73789354157e+12,5D45160C344B6EB4DA3320B9219C3E15AEF0CD6F20AF1BC18A2601E0A1AEC239,4,57
1.737893541611e+12,3B7BC63C79F999F876A38B6E74479CBB5586277A4A682E60FE07DB4055507646,4,58
1.737893541557e+12,3DF41CBE0A2D58AB2CEE7BFE995CABD7BA3A2730B6E92C29193613D0F9EF02C9,4,59
1.7378935415e+12,2C105F680B69DDEB1CAC026551EBB7B014661891F7250EBA114436082E933DA1,4,60
1.737893541555e+12,F1C1CAD6A64C7AE61D783EF1301E66273CCD95E407EF090E5A0CC941A48C7C72,4,61
1.737893541555e+12,DCDBDD43BD141FE70C814D890C52CAD9368AE480CE5AC1924F95840B34A3AAE5,4,62
1.737893541611e+12,6C6A7C5C799AFE45050C903A1AF397669DADD022CF1256B551802AF327CEB65D,4,63
1.737893541555e+12,EEA888DC91A141719E9154B8EC5C20E05CCD660775F450D7C782722E006C21B9,4,64
1.73789354164e+12,D7CCBE66DCD944C01FCFBFF8C816EC55B030D2FF3318900DA0611A0D3579DD63,4,65
1.737893541611e+12,0FCC68CEE69FEF03F673245CEAB11BF722D08782081EB7960C5E294BF0726822,4,66
1.737893541614e+12,9970AD6E5AB2392F411376514818ECF607BE0F11413903ABB4EA85B1CBFA3067,4,67
1.737893541495e+12,31B270BC6381DBE244304F6495E231905A9D7F64F6A60F7945AAF077E274BAC4,4,68
1.737893541611e+12,EC82214C5066BB11B971959D92B9AC4CAB7E9E30E53FB7376904218EC25710EB,4,69
1.737893541629e+12,450E68BE6CB82B5CF85705D2CBE21F1FB84957D208683714F312F6B1A881B15B,4,70
1.737893541611e+12,CB58DB921386BB435AA1A4E13B8ED12732CA307B89DA28FDE760705C54A56BA9,4,71
1.737893541611e+12,D84684CE5BC475CD1AB6064F8279E5B7A1F542134E0FAD46D1D1B23151E9865F,4,72
1.737893541555e+12,16D1A4252C52FADE8FD73E5BFF45CF54AD59B28CFA9A39FE0D057B8FDF6C7047,4,73
1.737893541555e+12,5832799AE7B49BD9704FB4B80707E2C1FCC7275A4777779BC9B6F6253A27D939,4,74
1.737893541555e+12,40DB115319D53D706166D7009A8ECF2AB7585B393D41876016A155A2E56A0435,4,75
1.737893541612e+12,D59107A2D1E8D6FAB5CCE2C2D03D7052738300CA882BEBE905490F61D4BA3BF5,4,76
1.737893541611e+12,AFCB3964494C5D114A40AB624E6E847DE2EF5D1E62674DF1AE41354ADA2399D7,4,77
1.737893541503e+12,CCB0EE3B5F59575A8248AE6C192117C0F72006FDA42217CBD7BBE6BD922E5D57,4,78
1.737893541457e+12,C099B5EB8EACFAD83C3057DD6EA49D3F85EA93BD746C5C6297E99B216570D5CA,4,79
1.737893541619e+12,A5D6BA9D21BE374D4A8E02886CCB816B0A08514D2171EEFD5C493C133CB2D56A,4,80
1.737893541453e+12,4061C3C3005005A84A1BE51D11309EE773615A4D8DF97DA9FFF0A8E0FE79D2C4,4,81
1.737893541495e+12,F22C10833A5CF19C454683650A28B88432EEC36B2CDB1EBF2C2B8347F92EFD59,4,82
1.737893541628e+12,D827D444996706A729130BA2893759BF5DC1212135752BB2E63D9A7E0C4BA4E5,4,83
1.737893541611e+12,9B87248D80E0E5088CD85AC6362F9DB3B95AEE7C919756ADA6A35F3D9A8BEECF,4,84
1.737893541611e+12,C0F9A9BFE0391A9F8D04DD17AD5F340B070CFF7CB7D795535D5F335BF5775F1F,4,85
1.737893541495e+12,AD54EE1B50647126D7C645AB6E9A04F78AB1AF070FF7547B4610AF45BA5886BC,4,86
1.737893541611e+12,7E31A66CE3657D88292E18266C47FCA4EF7ABCF479014C856426AD578E45D77E,4,87
1.737893541496e+12,BC38820FA7629118E09FF5E2CDF8B7412F695149325B17C6EB9C60381F62C68A,4,88
1.737893541611e+12,6F75A0BE959BCA31097EC8DC1B073B2D6D7158F359AB993B46393226411A55EA,4,89
1.737893541556e+12,26BA9E917F08ED9335CE90D421E26F2088F8069141D3B9CAA7FE674CA91D2368,4,90
1.737893541456e+12,C4E3DCFDC0BAA4E4716FAE490F5960D1F40F3D2FFD47004AB0CF3FDDC0727609,4,91
1.737893541611e+12,3A0B50AED56114C441382BE5DA9F280BC488D6EE56A1D1C0EDFEC83E7FEC9F52,4,92
1.737893541457e+12,24517EDD490F5F01E3DECE9AE0A80D8FB7B77884C29B4061DE24698EEA15381B,4,93
1.737893541454e+12,7D1DE0522AE0280F94F8480B16EC43DE71BE68866AEE1EBECF4166529B970DFA,4,94
1.737893541456e+12,AA7AD8F360EA508A3AE481A6C49F299AB5F6B567D21FE1BFD0DF4C3570A8AEA0,4,95
1.737893541504e+12,3C7A13E340DFAF84BC1525562193B4EB150AEE0F938DD5B09DAAD92A7C7BF96A,4,96
1.737893541556e+12,0587133F703B8F890AEE95E71F98B942299C7679EEA352CC7D46306F6074F38B,4,97
1.737893541556e+12,FEAD833E30BF4B2673C709368D44DC6E34FF4B062063AC48108F1A60BD81E8C1,4,98
1.737893541495e+12,A570942BFA97D009F93FE4EC468D849E5C4F890D5641658D8542417409FB1E62,4,99
1.737893541555e+12,083C56F6A70CFE31D1176D006A2C95EF500753A5B777B813184259A2F9F7C0FF,4,100
1.737893541628e+12,EEC4C22CAC0A25AEB63F1E9BE90F5A776B473E0C4DBBDAFC3E83504A6FF7B798,4,101
1.737893541555e+12,E7E5AAC904B709ACCFF09F1CE47725A50CE203179225BC05C314286284F29131,4,102
1.737893541619e+12,251F21A96AF0718896EEB2C56D11EF637DB0BB4DCD9FC2B9D6B46A954BE18DF9,4,103
1.737893541495e+12,4C26B24C0C3F08844C8BB06B0D3EB086869A7A622BD9C1517F8C4A0CA747670D,4,104
1.737893541555e+12,0BC5B3C462745077304FB8B4A314E945CA9E6181188663C2785F70774E11A629,4,105
1.737893541628e+12,04698170E3631866E316CB5594697BA9CEDDF8B1A12CE86291A787C2A6955863,4,106
1.737893541556e+12,2AFBBEF14CC6932A6A54FBE56C9A2554A8E363AEC934F204BB77F3BCD88882BF,4,107
1.73789354157e+12,172CBF127753654F8506418969A74DBB567F919D0DE1E86797BB7C73C5D2F346,4,108
1.737893541456e+12,FFC98DC6B9157E2B5122F5A1C645148B6359300EB94926CA3E9DC0FA880B2477,4,109
1.737893541499e+12,A8AE1FD2C52DF84BFA5070FAF88D2B2F557554986DAA56032568114AF3601799,4,110
1.737893541637e+12,F6392B4029098B2F01F3205D9E8E0C65F885BE69C73B811D53527FE90F14A3B6,4,111
1.737893541611e+12,EB45C97D560EBA5FAFC22531E4BF7495E01CB04D7BEF4FD568102CB9B1ECFA8E,4,112
1.737893541626e+12,758D819E781B621F2ACAF84326CA3F5FB0A8C0B33E34B554A4C48C7A8E4C3134,4,113
1.737893541555e+12,2EB55831902CA18BFC6517A51B80759188F875C16D2E46E607522B164E2DB12A,4,114
1.737893541612e+12,F63C5F17A935DD7456989D8A446DF1C9124ADF0075D08C3D2AAA2F7BE1249DC9,4,115
1.737893541643e+12,FB1A8F7B493C7C80EA670A096BB39FB0C008FF52CE7CAB6C6797466F17C2250B,4,116
1.737893541611e+12,9D137F9A265C9FA737EEF7003A5DC897DBD744C1A191F0A8F7542EAB3AA0C980,4,117
1.737893541611e+12,7652CF454D8E76B1238DA29AD8685F051115EAAC0926CCCE6503F9960A618EA7,4,118
1.737893541611e+12,E0EAE5F2BE286F3BBFD651C67A2D7008777C9D66DEFB0BC265E7711348CABAF2,4,119
1.737893541611e+12,9C83DC5597825866CF32039518978F1B73E67A3D2704A3CA534A3A2C76FAF398,4,120
1.737893541495e+12,D2B90E0DB3B82CAA1061A4E4801341FA74F64C382F567E73A41710C5DD6DF445,4,121
1.737893541611e+12,E04FA6AE70E2F74870719C3C879111A012924A5569C2710FA7F0174209ADDB5E,4,122
1.737893541611e+12,3BF087B75DBC11FF406B0607880C4B2B418A492B1E2E0C10BE6FBCAA077AF4A9,4,123
1.737893541556e+12,AC23FED117EE9681AFF24904EE85BAF3B1052A6E65D8841DFC4DE35E929A26AA,4,124
1.737893541611e+12,D0B472847527AE52DC6927A2F2F3DEDA9EFE9AEA6E1F96D4D6ED028BABF94AFF,4,125
1.737893541495e+12,D52A8847AC75D3ECFEDB316D4C5E92C2153DEAF56E654B46CBD434EC0E0F9253,4,126
1.737893541611e+12,C612EA750FFE455905FD9692ED91BB9E751A908741FB1F48DFDE0E1B912F2DAD,4,127
1.737893541555e+12,BC126D7B2006DFA543EA3ADF17E08478F9F148FB8631A46030928E2E86865CFA,4,128
1.737893541647e+12,A1EAD54D53C8F191AC3D256A74CFCD53BF8582D9409F188759B805102F1DF469,4,129
1.737893541611e+12,BC04A38467A158C20841225EE0B902440D09EF0B7711682A44951D204F7C6B5B,4,130
1.7378935415e+12,B43FF41A209AC2FBDA53E9249B67E7568F71A2353A147791A868482EFF41F77A,4,131
1.737893541611e+12,BCCA3989815D607EFE2C96E9E84BB5B2E95F492BC33EA594C887442984F27EB8,4,132
1.737893541611e+12,A1529163BF9E5CFD52AC1AC44EE15A855337443036584A2859CB814E48739716,4,133
1.737893541555e+12,E091648C35B3ECCFEF99A63FB64D3364904AAA64ECE30CBA11472A6777A890C2,4,134
1.737893541666e+12,E61FDA2538837611B65CBD1638F476119F2C386FB072168096B120B52F63BA4A,4,135
1.737893541611e+12,AB83A0CCE2B5AEC27B0F94343C2B0E49F61736EF79DFDE112E0F794CDFA3D0BE,4,136
1.737893541555e+12,F39C5C48FD27659CF9D9A9D5F82D9BD652B9BF4FB6D69060F365FABC2A44A6D5,4,137
1.737893541666e+12,4ACD510B9851938552B94D9DA079EFB1CA1EC8C2A8E06FC58B25706A3888DFF6,4,138
1.737893541555e+12,6B45120FFC5928756FD85058E0D379EC35E18F135E8628CEDEEEFAEA0E4403D3,4,139
1.737893541566e+12,564E48B8A27909AC44A5DA8AA0B41B137DAD2792691680A9E71C0E01EF70E7C7,4,140
1.737893541611e+12,AF2CAFD20BED073BE919CEB24CBE7377B3871A29B3052606C631C345BD26AD92,4,141
1.737893541569e+12,4A17C54A3EFBA99CB39A66AA27CF3B11398983999A79B6EA723F5B98452B9085,4,142
1.737893541701e+12,B6F6B6C2B8B307436B9BD469C41D18EADE51CCD6A96D84C4EF69453C7DB6D142,4,143
1.737893541611e+12,7BC7A31EDBE1E4C0F029AB538D9CD04581AC72F68FAC60642258C0926AAE3C64,4,144
1.737893541611e+12,BCE8830F653D36ECEA81CB4D7D08D4BA668F72A742C1259DF3066653214A2F6C,4,145
1.73789354157e+12,FE9AB8F83D38C34B6F7DA8D301BAFFBA7B23679D802DA0B0BDE2C508D4596471,4,146
1.737893541555e+12,89476F40FD6736DE3CB13549C8F97E8A9E4FA8501C565A71686A368A991DFBAE,4,147
1.737893541611e+12,90E4C857FED61BF4885E28E06250E7106253CA869C29C8A7EAA60A1B0A2B7BA5,4,148
1.737893541624e+12,2F667D349BA47367C7204AB15181477026E48EE581B48311439489DA8D4A0B54,4,149
1.737893541611e+12,AE0FB40D66DB1E6791DE36998227F09FFCAEAF1F6AE29AE8FCC7C18C47D3CA19,4,150
1.737893541621e+12,8FC791879B250E273055CFF749DDEC73D59D78A9CC4B0D6E8E97DE8C40E7D4DD,4,151
1.737893541557e+12,65591516B42BADE2F7790DBEF58A4BDC2F99BAE9CAE7B13B361D085387DABC77,4,152
1.737893541611e+12,F70DC2BFE2AECF42755948205B3A66E39D0B167816EC8F04D5136E8BD510092C,4,153
1.737893541456e+12,7330FE67EFE98F0A3AB717EDF330461058178E592FAE4C98AE05BE97C39811E1,4,154
1.737893541456e+12,300A40ED4D1BCA4070ECEC19D7B9D6CAA16E1F1029B9621E60D62B7A19B7A7C8,4,155
1.737893541457e+12,2B4DA1A71F7EFA01209B0FC47EE265EAE633FCA991EAC951CCD2B0222A097889,4,156
1.737893541456e+12,741937459576B2489689E5627F21F1968CE97B3177D0CB87C744F77BB625F7CF,4,157
1.737893541652e+12,C18A871D18D46FBE56DA75274A24AC83862386F59D5FF97A0CB8D15258269552,4,158
1.737893541611e+12,26CE10870A783212E2DC3D8326F18B14DAAD515BF1AA055A6F0A210240D25450,4,159
1.737893541556e+12,8C0AC34B018453A9C743BE73362A3D3999C583A44D6182E2B118CFF1D163763A,4,160
1.737893541495e+12,2B1E8734252A4560E62327EEEE11C7A4F0DA0529CF54F951F06838B443D8AA13,4,161
1.737893541555e+12,23D6C353975DB4C92F819FFCECEE9BCBD71A8F50754DEA878ED3A4B0FCD597AB,4,162
1.737893541611e+12,E1480ED5E5D1BF6A495A7AB1FC39D3B5D6503B0FECCB42FD01F50CE1234C1ECE,4,163
1.737893541557e+12,40334FD4226F2AD51D257604401483A07C22F29E3874B39DF95997D12FC6B41B,4,164
1.737893541569e+12,6B692E9C1F36B3B1411C57014DAED1C740D29C149387C0C657B2CE34232DCB76,4,165
1.737893541556e+12,1E70E10E20034453C91EB6D2B45FF185F0E2B2A083E9D52920A75A74F97FE9F3,4,166
1.737893541618e+12,E8584B6F3EDAD394ABDD2722A62EC9BCFD7616BF3408E5A7553EED77B9B63CDA,4,167
1.737893541569e+12,D7E4CD29D630A9B182B2B41EC021029811DC754A977DC457708BA789878423DD,4,168
1.737893541502e+12,DE8EC44F06B58B715FFA740F797116F57C0FBB76E84871F3950EF7A7CDE7671B,4,169
1.737893541611e+12,EC801D0DE373F5B5302FD4D89BFC14014AE1A977CF78739D6F76F0F67AA2FB97,4,170
1.737893541555e+12,6735B5B2A80E3C1BE179993BB66ADFF766A43026CB4FFB0E0A70FCFC835BA8C3,4,171
1.737893541612e+12,B03361AA9B1FBEC7846C0A04598524247F5352C7A853A68216710770BEC5BFC3,4,172
1.737893541611e+12,76E1BC74F02C026AAFEB3557A3EAC524E9D9BDD3E71092D37279D218C37545F5,4,173
1.737893541611e+12,797352EBC80E336BF0B0185F7065B1B2FD58B1776ABE8F55BC64FA28E7064258,4,174
1.737893541612e+12,8E55CC5D6BE57F193CAFBBFA14008353EACA744F657001F69EA333F0F27A74A1,4,175
1.737893541611e+12,0A047B1E60E1882E983D84A6F9025D620B8FD4246B05628F04F92D3063E98AD0,4,176
1.737893541617e+12,43BB859CB90431797D37FC96A47B6DF8CFBA974430A7CCBA539B5F086E80D4AC,4,177
1.737893541556e+12,BCE0F55CE9568FB8D70F35E451B54CF59EF38B3A0B3F126173938C669C364F13,4,178
1.737893541456e+12,22BE3167B59B95358FE96307C80FB054D53A8948787868A99167848F98AB4B7A,4,179
1.737893541569e+12,51DF94FA667662365ACF7EB99F1D5A289222EE385D5A14DE19FF8F69C9556D75,4,180
1.737893541456e+12,D3A529379D3CF18A6C6C1C94247BE0398845EF1C521FA1A59B08A5FF28616A79,4,181
1.737893541565e+12,91945EBDBB3347B0410CAF783573ED93DF0FEDCA334A00CC0E99C3855038DB00,4,182
1.737893541643e+12,DD43145109E7CD18BBB4F1DB472C2B4A778610812EDC49F3051E37A33DF4C575,4,183
1.737893541456e+12,129B1D1F1AF5A02DEBAEA97BBCD3CC1B35DE513C0EDF65BF759377491838E660,4,184
1.737893541556e+12,5C97BB11F1D7F68D52CC757DC459F1D4BE01F5BE2CC181FEDE241E4162CAAB2A,4,185
1.737893541555e+12,7B5CE9A1B97C9EC5C2214886CA12CB035BC3A463ADE3CAD29AF13FAC5010397B,4,186
1.737893541771e+12,74D5AC328B0AC0E95F3F34249A1D2ACDC5FCCCB7592DB337EF997FF67834AD4C,4,187
1.737893541458e+12,A9CCBE723D8E7482DDE3B94BB3D660873B22059221F067E005C61784CEA73B1C,4,188
1.737893541456e+12,1D77E1290CC29D16A6CA68D7F4AC67D80F5CC7961258C598D2F324EF763277C9,4,189
1.737893541495e+12,02864156DDB4A34B52BA2004173174389B6C0F35DFA3A2D7F80AE082A531517D,4,190
1.737893541569e+12,1E7E1486EF3E5FF6C24CFBE6877C23B9C13AC838106D03659E4DEFE8F875A5D3,4,191
1.737893541611e+12,EFBEC79BBBCC708FC1FE8332AB1FB960D4D5EE5B2C602094E2BED08851340A9D,4,192
1.73789354162e+12,1DF1A9004BC092A56A68B24EA9F5FE2F0EEF377A520DC8F5C8AF9C9C146FFD9B,4,193
1.737893541611e+12,4D5477A863E55C385CCC1D54AC5FC17903255274EEAF4617C227AF4B83416C52,4,194
1.737893541611e+12,0BDB333F13439C6FCF125CF1894EBF7FEF3FB65BAADF3220BCF00F48F52F27A7,4,195
1.737893541611e+12,E46BE559FAC6E6D6C6CF49B72D08167C8554E46F37E902277F10070410760360,4,196
1.737893541611e+12,2A940E2F8DC015DF06319C9674DB535E18844AEFCC7CA5EE0EBC3FDDF6101139,4,197
1.737893541746e+12,0D4E220FE0F375582AAE46D25C4202C3A72812BBF16FF7E65B3BDFD3EAC96AC1,4,198
1.737893541611e+12,D5004DCED6289039F527AAAC4F3DED0E53F1CE02A1E61B622FB990A218908429,4,199
1.737893541611e+12,83770276CD51BD5EADCBCB32592CC3CDC8EC4D71BA9CE62CB51179566A358742,4,200
1.737893541456e+12,1AD95B47F26B9EEB040422718E0FB0EDF5C70D1ADB4992E78B5BED5855C5049C,4,201
1.737893541495e+12,38440146B7545085A1281F1E2E05DE408D817A519421E2396652E645DCDB964B,4,202
1.737893541611e+12,B3734D9C329DE053634CCB3F242C7B5A1EAFBB9D4EEA8083E206C4050D8DBCCF,4,203
1.737893541612e+12,3194EFA3EAD32A166D9C9200CCD63B41242B5B3B98D04BE29920D01851AD9C1F,4,204
1.737893541611e+12,7A5C8F686DA33649D541EF5FC44C632587114756A6B27C7D661F7F839B33F3B1,4,205
1.737893541692e+12,BF257E96E49CEC192ACEDCF2B55972E44ADAA7D212F6B010BBD892DC5444BC0E,4,206
1.737893541556e+12,4B859401335F649D897C8137E4A56AA1F21AD841DA952AB12FB8BA105F726953,4,207
1.737893541611e+12,AC18585EE35614E6BF022BA5AC68066875E9C7F1D285D84E92E79B95E827FADF,4,208
1.737893541612e+12,238E956423FF45095DCA36BE7A5FFAA8080452E2B692D5D4ED7140EB066914B4,4,209
1.737893541611e+12,4D352D5CE4D244684A7BEE10FB6E3C7BA867AD4F4DA89EC56FA73E5F13011236,4,210
1.737893541555e+12,B49504B0440DD6FAC58F771374C1DC12BFCB5AF8EBD640955CCD018CF047C6F8,4,211
1.737893541555e+12,BC3BBBA1ACB4AFC3ABFF88F3DFB28D5FA1C1D95ECD4F05C476880DCD45BC41A8,4,212
1.737893541725e+12,FFEFBD80D6016B8E358C30F1227F13E8D920571AA9615EF2681F346189D020D3,4,213
1.737893541611e+12,54958718C436E6105A94E8C5E69649A279B5F4390411DD80CBC5787CF63C99E8,4,214
1.737893541635e+12,E94BD2CD640AB3C1DAFA5E6553215E2867200BB44410BC305DD93B0799BEF161,4,215
1.737893541555e+12,5BDDA18E5410A897873F1BED41D70D024F8A75528F37E7678384441DC0AA59B5,4,216
1.737893541555e+12,12829D1DA2A4EC87FB23F0B9CBAB6AC0006CA808854ABB41930847E38F0E97E7,4,217
1.737893541611e+12,2852813BFC6D8D6B3CA3B15727F80BF25B9AD8DE72E6FB93EF1FB6E02292AE65,4,218
1.737893541556e+12,F62676B77AC1016449C82F63FCAD5AA71BB41AF121EB485ACBEDF92FAEF9BB5B,4,219
1.737893541624e+12,5C5632E6F4E2A8234F4F132315F78B1F90176D37A27379F14CF6094B72D91DD6,4,220
1.737893541628e+12,18FA521628A88F6637BD69875867921A9A374593C1C56AC058827226E004E193,4,221
1.737893541555e+12,E7FC45B7FB451B236B117131992CEFD028A43E3B464D59D29C03B0E0D06A1254,4,222
1.737893541611e+12,4BFC1A99D766C1A569E8665492A0CD2606EACC53B685B43EE0802398314C387F,4,223
1.737893541495e+12,02C4700F7FE478C16CBE9BDFE468308EEE8E4BC244EADEC7166F51B664C7A02C,4,224
1.737893541611e+12,EA1CCAC180B11D6A2D5F7D93D3AD498A3E8AD369DADAB238B78B6F303C935EBB,4,225
1.737893541555e+12,7E640ADB15D65EA7CBF031890142688A2B943AA76A4801E4623A078A2FCB8143,4,226
1.737893541557e+12,9D96022DBDD957376965D526DA28B7175E2BCB98A99ABF671310635C66E55FD6,4,227
1.737893541636e+12,03B562A85B9CEF273CDF58FBA1AF74D11790583EFE0412080C2A4D3E0CD020B3,4,228
1.737893541456e+12,5A023CCC5A569716C2E642CDD753257346984AE38EFEEE0AFEAEAAC92096483B,4,229
1.73789354157e+12,405E6DAB54E1732FB20A5F6DE55FD0FA326F8FB3CB00F4B0A7F19B66F610C6A4,4,230
1.737893541611e+12,C3A760B7293242CB451FF05763BF1AAC1E10F4FD76B9A94ECF52D32C855EEED9,4,231
1.737893541715e+12,703AE439FF0AD8ACBC4CF8A44B1A568567061104F6C02C6900E791C2B15E5C66,4,232
1.737893541611e+12,A506C945E180A99BE1C9ADEF2C48B776F9660B3252E6FD455EDC40DD5C2C81A0,4,233
1.737893541495e+12,0C2CDE56476B677E197AA66C4E0CC87DE87425322E57A8257000ABC456145A2C,4,234
1.737893541495e+12,747CA0BACDAB4C6A0A378D129A7DC5F06375DB99A24393805F5AC02AA617D564,4,235
