timestamp,height,latency,txIdx
1.737801705957e+12,20,32103,1347
1.737801705957e+12,24,62587,1352
1.737801705959e+12,20,32101,1259
1.73780170596e+12,20,32100,885
1.737801705961e+12,20,32099,1284
1.737801705961e+12,28,91932,1401
1.737801705962e+12,18,16136,1318
1.737801705962e+12,29,99282,1007
1.737801705962e+12,29,99282,1429
1.737801705963e+12,19,23990,1430
1.737801705964e+12,18,16134,1385
1.737801705965e+12,27,84558,1056
1.737801705965e+12,27,84558,1118
1.737801705966e+12,24,62578,1107
1.737801705967e+12,22,47236,1536
1.737801705968e+12,26,77463,1402
1.737801705968e+12,18,16130,1288
1.73780170597e+12,26,77461,1016
1.737801705971e+12,27,84552,1325
1.737801705971e+12,21,40301,1079
1.737801705972e+12,24,62572,1135
1.737801705973e+12,20,32087,1003
1.737801705974e+12,26,77457,1168
1.737801705974e+12,25,70116,871
1.737801705974e+12,18,16124,1192
1.737801705975e+12,26,77456,913
1.737801705975e+12,19,23978,1052
1.737801705975e+12,30,106806,1043
1.737801705975e+12,30,106806,1082
1.737801705976e+12,26,77455,1209
1.737801705976e+12,29,99268,1324
1.737801705976e+12,17,8380,1394
1.737801705977e+12,25,70113,1564
1.737801705977e+12,20,32083,1111
1.737801705977e+12,20,32083,1389
1.737801705977e+12,28,91916,902
1.737801705978e+12,24,62566,991
1.737801705978e+12,18,16120,1030
1.737801705979e+12,17,8377,1077
1.737801705979e+12,25,70111,1112
1.737801705979e+12,26,77452,1399
1.737801705979e+12,28,91914,1257
1.73780170598e+12,25,70110,1320
1.73780170598e+12,29,99264,1159
1.737801705981e+12,22,47222,1264
1.737801705982e+12,19,23971,1283
1.737801705982e+12,25,70108,1154
1.737801705984e+12,17,8372,1125
1.737801705985e+12,24,62559,1599
1.737801705985e+12,30,106796,1332
1.737801705986e+12,28,91907,1379
1.737801705987e+12,19,23966,853
1.737801705987e+12,17,8369,1070
1.737801705987e+12,28,91906,1044
1.737801705987e+12,29,99257,847
1.737801705987e+12,19,23966,813
1.737801705988e+12,19,23965,1338
1.737801705989e+12,23,54849,872
1.73780170599e+12,26,77441,1049
1.73780170599e+12,19,23963,828
1.737801705991e+12,23,54847,1266
1.737801705991e+12,26,77440,961
1.737801705992e+12,29,99252,1526
1.737801705992e+12,27,84531,855
1.737801705992e+12,30,106789,1117
1.737801705992e+12,19,23961,1534
1.737801705993e+12,17,8363,1369
1.737801705993e+12,18,16105,995
1.737801705994e+12,20,32066,1236
1.737801705994e+12,29,99250,905
1.737801705994e+12,17,8362,1363
1.737801705994e+12,22,47209,1312
1.737801705995e+12,17,8361,1245
1.737801705995e+12,30,106786,1269
1.737801705996e+12,20,32064,928
1.737801705997e+12,20,32063,1248
1.737801705998e+12,20,32062,974
1.737801705998e+12,22,47205,1059
1.737801705998e+12,25,70092,981
1.737801705999e+12,30,106782,985
1.737801706e+12,17,8356,1382
1.737801706e+12,29,99244,1173
1.737801706e+12,17,8356,1000
1.737801706001e+12,24,62543,1258
1.737801706001e+12,26,77430,1348
1.737801706001e+12,20,32059,1299
1.737801706003e+12,21,40269,880
1.737801706003e+12,27,84520,890
1.737801706003e+12,20,32057,1129
1.737801706004e+12,22,47199,910
1.737801706004e+12,22,47199,1131
1.737801706005e+12,26,77426,1161
1.737801706005e+12,27,84518,1472
1.737801706006e+12,17,8350,893
1.737801706006e+12,21,40266,1360
1.737801706006e+12,22,47197,1453
1.737801706007e+12,18,16091,1377
1.737801706008e+12,27,84515,986
1.737801706009e+12,23,54829,1001
1.737801706009e+12,30,106772,920
1.73780170601e+12,26,77421,1162
1.73780170601e+12,29,99234,1039
1.73780170601e+12,27,84513,1013
1.737801706011e+12,27,84512,1329
1.737801706012e+12,17,8344,1029
1.737801706012e+12,30,106769,1108
1.737801706012e+12,18,16086,1141
1.737801706013e+12,18,16085,804
1.737801706013e+12,26,77418,1127
1.737801706014e+12,30,106767,1102
1.737801706014e+12,30,106767,1115
1.737801706015e+12,27,84508,921
1.737801706015e+12,17,8341,999
1.737801706015e+12,26,77416,1172
1.737801706018e+12,28,91875,1212
1.737801706019e+12,28,91874,861
1.737801706019e+12,25,70071,808
1.737801706019e+12,28,91874,950
1.737801706019e+12,20,32041,1249
1.73780170602e+12,25,70070,1355
1.73780170602e+12,20,32040,1040
1.737801706022e+12,20,32038,1582
1.737801706022e+12,21,40250,1088
1.737801706023e+12,28,91870,1189
1.737801706024e+12,17,8332,815
1.737801706026e+12,29,99218,1071
1.737801706026e+12,28,91867,1109
1.737801706027e+12,18,16071,886
1.737801706027e+12,18,16071,1323
1.737801706028e+12,17,8328,939
1.737801706029e+12,25,70061,1558
1.737801706029e+12,23,54809,933
1.737801706029e+12,18,16069,1331
1.73780170603e+12,24,62514,1157
1.73780170603e+12,17,8326,979
1.737801706031e+12,30,106750,1045
1.737801706033e+12,19,23920,1182
1.737801706034e+12,28,91859,1317
1.737801706034e+12,27,84489,1262
1.737801706035e+12,17,8321,1147
1.737801706036e+12,26,77395,819
1.737801706037e+12,29,99207,1185
1.737801706039e+12,30,106742,1445
1.737801706039e+12,19,23914,1018
1.737801706039e+12,27,84484,1061
1.73780170604e+12,18,16058,966
1.737801706041e+12,28,91852,1434
1.737801706042e+12,19,23911,963
1.737801706042e+12,19,23911,845
1.737801706042e+12,28,91851,1253
1.737801706043e+12,17,8313,931
1.737801706044e+12,18,16054,1239
1.737801706045e+12,26,77386,925
1.737801706045e+12,19,23908,846
1.737801706046e+12,23,54792,1457
1.737801706047e+12,20,32013,1573
1.737801706047e+12,18,16051,935
1.737801706048e+12,19,23905,1518
1.737801706048e+12,29,99196,821
1.737801706049e+12,19,23904,1387
1.73780170605e+12,19,23903,1133
1.73780170605e+12,23,54788,1465
1.737801706052e+12,22,47151,1590
1.737801706052e+12,26,77379,801
1.737801706053e+12,20,32007,1145
1.737801706054e+12,24,62490,1193
1.737801706056e+12,29,99188,1521
1.737801706057e+12,17,8299,1221
1.737801706057e+12,30,106724,1038
1.737801706057e+12,20,32003,997
1.737801706058e+12,27,84465,1517
1.737801706059e+12,18,16039,1494
1.737801706059e+12,25,70031,1233
1.73780170606e+12,29,99184,1174
1.737801706061e+12,30,106720,1461
1.737801706061e+12,30,106720,1535
1.737801706061e+12,17,8295,1341
1.737801706062e+12,22,47141,1223
1.737801706064e+12,21,40208,1063
1.737801706064e+12,29,99180,1178
1.737801706065e+12,28,91828,969
1.737801706065e+12,28,91828,1543
1.737801706065e+12,18,16033,1438
1.737801706066e+12,24,62478,1035
1.737801706067e+12,22,47136,1277
1.737801706068e+12,19,23885,1163
1.737801706068e+12,28,91825,1424
1.737801706069e+12,26,77362,830
1.73780170607e+12,28,91823,1181
1.737801706071e+12,18,16027,1449
1.737801706071e+12,23,54767,1080
1.737801706071e+12,30,106710,834
1.737801706072e+12,22,47131,972
1.737801706072e+12,29,99172,1545
1.737801706073e+12,30,106708,1503
1.737801706074e+12,22,47129,1200
1.737801706074e+12,20,31986,1474
1.737801706074e+12,28,91819,1047
1.737801706075e+12,29,99169,1585
1.737801706075e+12,19,23878,1032
1.737801706076e+12,18,16022,1569
1.737801706077e+12,23,54761,1540
1.737801706077e+12,25,70013,1463
1.737801706078e+12,22,47125,941
1.737801706078e+12,24,62466,1227
1.737801706078e+12,28,91815,1132
1.737801706079e+12,17,8277,1183
1.737801706081e+12,30,106700,1510
1.737801706081e+12,23,54757,1593
1.737801706081e+12,21,40191,1116
1.737801706081e+12,23,54757,943
1.737801706083e+12,17,8273,1485
1.737801706083e+12,28,91810,1550
1.737801706083e+12,20,31977,1213
1.737801706084e+12,26,77347,1015
1.737801706085e+12,19,23868,1555
1.737801706085e+12,24,62459,884
1.737801706086e+12,19,23867,1575
1.737801706088e+12,20,31972,1576
1.737801706088e+12,19,23865,942
1.737801706089e+12,22,47114,851
1.73780170609e+12,28,91803,1093
1.73780170609e+12,22,47113,1034
1.73780170609e+12,19,23863,1493
1.737801706091e+12,26,77340,1508
1.737801706091e+12,23,54747,898
1.737801706091e+12,24,62453,1589
1.737801706091e+12,26,77340,1520
1.737801706092e+12,21,40180,1559
1.737801706092e+12,19,23861,1097
1.737801706093e+12,29,99151,1584
1.737801706093e+12,20,31967,860
1.737801706094e+12,17,8262,1473
1.737801706094e+12,23,54744,994
1.737801706094e+12,28,91799,1471
1.737801706095e+12,19,23858,1100
1.737801706095e+12,18,16003,1490
1.737801706095e+12,27,84428,1464
1.737801706096e+12,19,23857,1074
1.737801706097e+12,26,77334,856
1.737801706097e+12,22,47106,1547
1.737801706098e+12,30,106683,1050
1.737801706099e+12,28,91794,1446
1.737801706099e+12,25,69991,1544
1.7378017061e+12,28,91793,864
1.7378017061e+12,17,8256,1546
1.737801706101e+12,30,106680,1512
1.737801706101e+12,30,106680,1539
1.737801706103e+12,21,40169,1175
1.737801706103e+12,24,62441,888
1.737801706104e+12,19,23849,1308
1.737801706104e+12,24,62440,1190
1.737801706107e+12,22,47096,1270
1.737801706108e+12,21,40164,1235
1.737801706109e+12,27,84414,1130
1.737801706109e+12,18,15989,1527
1.737801706111e+12,19,23842,1568
1.737801706111e+12,25,69979,1392
1.737801706112e+12,29,99132,1139
1.737801706113e+12,17,8243,1511
1.737801706113e+12,26,77318,1278
1.737801706115e+12,23,54723,1412
1.737801706117e+12,25,69973,1076
1.737801706118e+12,21,40154,1522
1.737801706118e+12,19,23835,1260
1.737801706118e+12,27,84405,1592
1.737801706119e+12,20,31941,870
1.73780170612e+12,27,84403,1598
1.737801706122e+12,30,106659,938
1.737801706123e+12,19,23830,968
1.737801706124e+12,17,8232,1596
1.737801706126e+12,23,54712,1002
1.737801706126e+12,26,77305,1567
1.737801706127e+12,18,15971,1459
1.737801706128e+12,20,31932,1062
1.737801706129e+12,18,15969,1447
1.737801706133e+12,17,8223,1591
1.737801706134e+12,30,106647,1122
1.737801706135e+12,30,106646,1051
1.737801706136e+12,19,23817,863
1.737801706138e+12,18,15960,1211
1.737801706138e+12,19,23815,1426
1.737801706141e+12,19,23812,1479
1.737801706141e+12,27,84382,1110
1.737801706142e+12,30,106639,891
1.737801706143e+12,22,47060,1563
1.737801706148e+12,17,8208,1210
1.737801706149e+12,18,15949,1566
1.737801706154e+12,23,54684,1478
1.737801706155e+12,27,84368,1506
1.737801706158e+12,19,23795,926
1.737801706167e+12,17,8189,906
1.737801706171e+12,26,77260,922
1.737801706918e+12,29,98326,1616
1.737801706932e+12,30,105849,1900
1.737801706932e+12,23,53906,1860
1.737801706934e+12,18,15164,1999
1.737801706935e+12,27,83588,2056
1.737801706936e+12,23,53902,1600
1.737801706937e+12,23,53901,1888
1.737801706937e+12,25,69153,2195
1.737801706938e+12,20,31122,1969
1.737801706939e+12,24,61605,1761
1.73780170694e+12,24,61604,2230
1.73780170694e+12,27,83583,2044
1.737801706941e+12,27,83582,2277
1.737801706941e+12,19,23012,1703
1.737801706942e+12,22,46261,2066
1.737801706943e+12,21,39329,2180
1.737801706943e+12,18,15155,2182
1.737801706943e+12,17,7413,1663
1.737801706944e+12,30,105837,2213
1.737801706944e+12,28,90949,2067
1.737801706945e+12,20,31115,2185
1.737801706946e+12,26,76485,1602
1.737801706946e+12,17,7410,1943
1.737801706946e+12,23,53892,1644
1.737801706946e+12,18,15152,2166
1.737801706947e+12,18,15151,1659
1.737801706947e+12,26,76484,1831
1.737801706948e+12,27,83575,2186
1.737801706948e+12,18,15150,1835
1.73780170695e+12,24,61594,2233
1.73780170695e+12,30,105831,2315
1.737801706951e+12,30,105830,2231
1.737801706952e+12,21,39320,1604
1.737801706952e+12,26,76479,2107
1.737801706953e+12,27,83570,2047
1.737801706954e+12,27,83569,1979
1.737801706954e+12,21,39318,2055
1.737801706955e+12,27,83568,2122
1.737801706955e+12,19,22998,2135
1.737801706955e+12,25,69135,2089
1.737801706957e+12,30,105824,2091
1.737801706957e+12,27,83566,2210
1.737801706958e+12,25,69132,2338
1.737801706958e+12,26,76473,2121
1.737801706959e+12,17,7397,1611
1.737801706959e+12,27,83564,2069
1.737801706961e+12,26,76470,2034
1.737801706961e+12,23,53877,2014
1.737801706962e+12,17,7394,2276
