txIdx,timestamp,height,latency
185,1.737790569861e+12,67,2536
186,1.737790569852e+12,67,2545
187,1.737790569853e+12,68,6769
188,1.737790569868e+12,66,1197
189,1.737790569757e+12,66,1308
190,1.737790569758e+12,67,2639
191,1.737790569803e+12,67,2594
192,1.737790569854e+12,66,1211
193,1.737790569841e+12,66,1224
194,1.737790569758e+12,66,1307
195,1.737790569859e+12,66,1206
196,1.737790569868e+12,66,1197
197,1.737790569835e+12,66,1230
198,1.737790569758e+12,66,1307
199,1.737790569852e+12,67,2545
200,1.737790569752e+12,66,1313
201,1.737790569867e+12,66,1198
202,1.737790569852e+12,67,2545
203,1.737790569797e+12,66,1268
204,1.737790569844e+12,66,1221
205,1.737790569757e+12,66,1308
206,1.737790569831e+12,67,2566
207,1.737790569854e+12,68,6768
208,1.737790569857e+12,66,1208
209,1.737790569755e+12,69,11778
210,1.737790569861e+12,67,2536
211,1.737790569853e+12,67,2544
212,1.737790569856e+12,66,1209
213,1.737790569751e+12,66,1314
214,1.737790569861e+12,66,1204
215,1.737790569758e+12,66,1307
216,1.737790569856e+12,66,1209
217,1.737790569854e+12,67,2543
218,1.737790569798e+12,67,2599
219,1.737790569852e+12,66,1213
220,1.737790569856e+12,66,1209
221,1.737790569756e+12,67,2641
222,1.737790569752e+12,66,1313
223,1.737790569752e+12,66,1313
224,1.737790569752e+12,66,1313
225,1.737790569804e+12,67,2593
226,1.737790569798e+12,66,1267
227,1.737790569755e+12,66,1310
228,1.73779056986e+12,66,1205
229,1.73779056986e+12,66,1205
230,1.737790569756e+12,66,1309
231,1.737790569757e+12,66,1308
232,1.737790569804e+12,66,1261
233,1.737790569852e+12,69,11681
234,1.737790569841e+12,66,1224
235,1.737790569854e+12,66,1211
236,1.737790569752e+12,66,1313
237,1.737790569852e+12,69,11681
238,1.73779056986e+12,67,2537
239,1.737790569757e+12,66,1308
240,1.737790569755e+12,66,1310
241,1.737790569852e+12,69,11681
242,1.737790569854e+12,67,2543
243,1.737790569859e+12,66,1206
244,1.737790569757e+12,66,1308
245,1.737790569757e+12,69,11776
246,1.737790569854e+12,67,2543
247,1.737790569852e+12,66,1213
248,1.737790569854e+12,66,1211
249,1.737790569861e+12,69,11672
250,1.737790569758e+12,66,1307
251,1.737790569757e+12,66,1308
252,1.737790569806e+12,66,1259
253,1.737790569756e+12,66,1309
254,1.737790569833e+12,66,1232
255,1.737790569758e+12,66,1307
256,1.737790569861e+12,66,1204
257,1.737790569752e+12,66,1313
258,1.737790569863e+12,66,1202
259,1.737790569851e+12,68,6771
260,1.737790569866e+12,66,1199
261,1.737790569803e+12,66,1262
262,1.737790569797e+12,66,1268
263,1.737790569752e+12,66,1313
264,1.737790569836e+12,66,1229
265,1.737790569803e+12,69,11730
266,1.737790569853e+12,67,2544
267,1.737790569856e+12,66,1209
268,1.737790569757e+12,66,1308
269,1.737790569852e+12,67,2545
270,1.737790569835e+12,66,1230
271,1.737790569859e+12,68,6763
272,1.737790569858e+12,66,1207
273,1.737790569804e+12,66,1261
274,1.737790569857e+12,67,2540
275,1.737790569858e+12,68,6764
276,1.737790569858e+12,66,1207
277,1.737790569862e+12,67,2535
278,1.737790569858e+12,67,2539
279,1.737790569856e+12,68,6766
280,1.737790569861e+12,66,1204
281,1.73779056985e+12,69,11683
282,1.737790569856e+12,67,2541
283,1.7377905698e+12,66,1265
284,1.737790569854e+12,66,1211
285,1.737790569857e+12,69,11676
286,1.737790569756e+12,67,2641
287,1.737790569855e+12,68,6767
288,1.73779056984e+12,66,1225
289,1.737790569852e+12,69,11681
290,1.737790569798e+12,67,2599
291,1.737790569831e+12,66,1234
292,1.737790569831e+12,66,1234
293,1.737790569857e+12,66,1208
294,1.737790569832e+12,66,1233
295,1.737790569853e+12,68,6769
296,1.737790569804e+12,66,1261
297,1.737790569854e+12,67,2543
298,1.737790569853e+12,66,1212
299,1.737790569804e+12,68,6818
300,1.737790569859e+12,66,1206
301,1.737790569831e+12,66,1234
302,1.737790569756e+12,66,1309
303,1.737790569854e+12,66,1211
304,1.737790569803e+12,66,1262
305,1.737790569846e+12,69,11687
306,1.737790569864e+12,66,1201
307,1.737790569851e+12,68,6771
308,1.737790569861e+12,66,1204
309,1.737790569861e+12,69,11672
310,1.737790569866e+12,67,2531
311,1.737790569801e+12,66,1264
312,1.737790569857e+12,66,1208
313,1.737790569756e+12,69,11777
314,1.737790569757e+12,66,1308
315,1.737790569835e+12,66,1230
316,1.737790569854e+12,66,1211
317,1.737790569831e+12,66,1234
318,1.7377905698e+12,67,2597
319,1.737790569865e+12,68,6757
320,1.73779056986e+12,66,1205
321,1.737790569857e+12,67,2540
322,1.737790569801e+12,66,1264
323,1.737790569852e+12,67,2545
324,1.737790569758e+12,66,1307
325,1.737790569853e+12,69,11680
326,1.737790569758e+12,67,2639
327,1.737790569865e+12,66,1200
328,1.737790569848e+12,66,1217
329,1.737790569862e+12,66,1203
330,1.737790569832e+12,67,2565
331,1.737790569854e+12,66,1211
332,1.737790569757e+12,66,1308
333,1.737790569865e+12,69,11668
334,1.737790569798e+12,66,1267
335,1.737790569851e+12,66,1214
336,1.737790569842e+12,66,1223
337,1.737790569831e+12,66,1234
338,1.737790569752e+12,66,1313
339,1.7377905698e+12,68,6822
340,1.737790569853e+12,66,1212
341,1.737790569854e+12,69,11679
342,1.737790569841e+12,67,2556
343,1.737790569851e+12,68,6771
344,1.737790569857e+12,66,1208
345,1.737790569857e+12,66,1208
346,1.737790569804e+12,67,2593
347,1.737790569851e+12,68,6771
348,1.737790569757e+12,66,1308
349,1.73779056986e+12,67,2537
350,1.737790569863e+12,66,1202
351,1.737790569831e+12,67,2566
352,1.737790569806e+12,66,1259
353,1.737790569757e+12,66,1308
354,1.737790569753e+12,66,1312
355,1.737790569855e+12,68,6767
356,1.737790569855e+12,66,1210
357,1.737790569861e+12,69,11672
358,1.737790569862e+12,67,2535
359,1.737790569866e+12,66,1199
360,1.73779056986e+12,66,1205
361,1.737790569853e+12,67,2544
362,1.737790569836e+12,66,1229
363,1.737790569855e+12,66,1210
364,1.737790569857e+12,66,1208
365,1.737790569831e+12,68,6791
366,1.737790569862e+12,67,2535
367,1.737790569865e+12,68,6757
368,1.737790569861e+12,66,1204
369,1.7377905698e+12,69,11733
370,1.737790569853e+12,67,2544
371,1.737790569758e+12,67,2639
372,1.737790569831e+12,66,1234
373,1.737790569804e+12,66,1261
374,1.737790569803e+12,66,1262
375,1.737790569801e+12,68,6821
376,1.737790569853e+12,66,1212
377,1.73779056986e+12,69,11673
378,1.737790569841e+12,67,2556
379,1.73779056985e+12,68,6772
380,1.737790569853e+12,66,1212
381,1.737790569801e+12,69,11732
382,1.737790569858e+12,67,2539
383,1.7377905698e+12,68,6822
384,1.737790569853e+12,66,1212
385,1.73779056986e+12,69,11673
386,1.737790569862e+12,67,2535
387,1.737790569851e+12,68,6771
388,1.737790569799e+12,66,1266
389,1.737790569841e+12,69,11692
390,1.7377905698e+12,67,2597
391,1.737790569856e+12,66,1209
392,1.737790569858e+12,66,1207
393,1.737790569752e+12,66,1313
394,1.737790569857e+12,67,2540
395,1.737790569855e+12,68,6767
396,1.737790569856e+12,66,1209
397,1.737790569852e+12,69,11681
398,1.737790569854e+12,67,2543
399,1.7377905698e+12,68,6822
400,1.73779056986e+12,66,1205
401,1.737790569854e+12,69,11679
402,1.737790569854e+12,66,1211
403,1.737790569854e+12,68,6768
404,1.737790569858e+12,66,1207
405,1.737790569861e+12,67,2536
406,1.737790569854e+12,67,2543
407,1.737790569852e+12,68,6770
408,1.737790569848e+12,66,1217
409,1.737790569856e+12,69,11677
410,1.737790569853e+12,66,1212
411,1.737790569853e+12,66,1212
412,1.737790569806e+12,66,1259
413,1.737790569831e+12,69,11702
414,1.737790569855e+12,66,1210
415,1.737790569851e+12,68,6771
416,1.737790569803e+12,66,1262
417,1.737790569756e+12,66,1309
418,1.737790569854e+12,67,2543
419,1.7377905698e+12,66,1265
420,1.737790569801e+12,66,1264
421,1.737790569757e+12,66,1308
422,1.737790569851e+12,67,2546
423,1.737790569842e+12,66,1223
424,1.737790569801e+12,66,1264
425,1.737790569858e+12,67,2539
426,1.737790569853e+12,67,2544
427,1.737790569854e+12,68,6768
428,1.73779056984e+12,66,1225
429,1.737790569856e+12,69,11677
430,1.737790569853e+12,67,2544
431,1.737790569853e+12,68,6769
432,1.737790569849e+12,66,1216
433,1.737790569853e+12,67,2544
434,1.737790569863e+12,66,1202
435,1.737790569856e+12,68,6766
436,1.737790569853e+12,66,1212
437,1.737790569842e+12,69,11691
438,1.737790569855e+12,67,2542
439,1.737790569841e+12,67,2556
440,1.73779056986e+12,66,1205
441,1.737790569852e+12,69,11681
442,1.737790569856e+12,66,1209
443,1.737790569752e+12,66,1313
444,1.73779056984e+12,66,1225
445,1.737790569856e+12,67,2541
446,1.737790569842e+12,67,2555
447,1.737790569758e+12,66,1307
448,1.737790569854e+12,66,1211
449,1.737790569855e+12,69,11678
450,1.737790569844e+12,66,1221
451,1.737790569835e+12,66,1230
452,1.737790569841e+12,66,1224
453,1.737790569851e+12,69,11682
454,1.737790569845e+12,67,2552
455,1.737790569865e+12,66,1200
456,1.737790569836e+12,66,1229
457,1.73779056984e+12,68,6782
458,1.737790569855e+12,67,2542
459,1.737790569856e+12,67,2541
460,1.737790569862e+12,66,1203
461,1.737790569853e+12,67,2544
462,1.737790569853e+12,67,2544
463,1.737790569851e+12,66,1214
464,1.73779056986e+12,66,1205
465,1.737790569848e+12,69,11685
466,1.737790569853e+12,67,2544
467,1.737790569855e+12,67,2542
468,1.737790569757e+12,66,1308
469,1.737790569856e+12,69,11677
470,1.737790569836e+12,67,2561
471,1.737790569855e+12,68,6767
472,1.737790569757e+12,66,1308
473,1.737790569836e+12,69,11697
474,1.737790569841e+12,67,2556
475,1.73779056985e+12,67,2547
476,1.737790569845e+12,66,1220
477,1.737790569859e+12,66,1206
478,1.737790569842e+12,67,2555
479,1.737790569831e+12,66,1234
480,1.737790569857e+12,66,1208
481,1.737790569854e+12,67,2543
482,1.737790569801e+12,67,2596
483,1.737790569845e+12,68,6777
484,1.737790569852e+12,66,1213
485,1.737790569853e+12,69,11680
486,1.737790569832e+12,66,1233
487,1.737790569855e+12,68,6767
488,1.737790569854e+12,66,1211
489,1.737790569853e+12,67,2544
490,1.737790569853e+12,66,1212
491,1.737790569831e+12,68,6791
492,1.737790569856e+12,66,1209
493,1.737790569854e+12,69,11679
494,1.737790569855e+12,67,2542
495,1.737790569856e+12,66,1209
496,1.737790569841e+12,66,1224
497,1.737790569831e+12,67,2566
498,1.737790569853e+12,67,2544
499,1.737790569854e+12,66,1211
500,1.737790569853e+12,66,1212
501,1.737790569853e+12,69,11680
502,1.737790569852e+12,67,2545
503,1.737790569856e+12,68,6766
504,1.737790569853e+12,66,1212
505,1.737790569797e+12,66,1268
506,1.737790569852e+12,66,1213
507,1.737790569831e+12,67,2566
508,1.737790569832e+12,66,1233
509,1.73779056984e+12,69,11693
510,1.737790569854e+12,67,2543
511,1.737790569853e+12,68,6769
512,1.737790569837e+12,66,1228
513,1.737790569852e+12,69,11681
514,1.737790569841e+12,67,2556
515,1.737790569856e+12,68,6766
516,1.737790569857e+12,66,1208
517,1.737790569856e+12,68,6766
518,1.737790569855e+12,67,2542
519,1.737790569836e+12,68,6786
520,1.737790569844e+12,66,1221
521,1.737790569857e+12,69,11676
522,1.737790569801e+12,67,2596
523,1.737790569831e+12,68,6791
524,1.737790569859e+12,66,1206
525,1.737790569855e+12,69,11678
526,1.737790569845e+12,67,2552
527,1.737790569856e+12,68,6766
528,1.737790569861e+12,66,1204
529,1.737790569858e+12,66,1207
530,1.737790569831e+12,67,2566
531,1.737790569856e+12,66,1209
532,1.73779056986e+12,66,1205
533,1.737790569855e+12,69,11678
534,1.737790569855e+12,67,2542
535,1.737790569852e+12,67,2545
536,1.737790569855e+12,66,1210
537,1.737790569852e+12,69,11681
538,1.737790569858e+12,67,2539
539,1.737790569856e+12,67,2541
540,1.737790569856e+12,66,1209
541,1.737790569853e+12,67,2544
542,1.737790569854e+12,67,2543
543,1.737790569831e+12,68,6791
544,1.73779056987e+12,66,1195
545,1.737790569854e+12,66,1211
546,1.737790569854e+12,67,2543
547,1.737790569855e+12,67,2542
548,1.737790569853e+12,66,1212
549,1.737790569863e+12,67,2534
550,1.737790569801e+12,67,2596
551,1.737790569837e+12,68,6785
552,1.737790569801e+12,66,1264
553,1.737790569854e+12,69,11679
554,1.73779056984e+12,67,2557
555,1.737790569852e+12,68,6770
556,1.737790569831e+12,66,1234
557,1.737790569853e+12,69,11680
558,1.737790569842e+12,67,2555
559,1.737790569853e+12,68,6769
560,1.737790569853e+12,66,1212
561,1.737790569804e+12,69,11729
562,1.737790569836e+12,67,2561
563,1.737790569856e+12,68,6766
564,1.737790569854e+12,66,1211
565,1.737790569831e+12,69,11702
566,1.737790569861e+12,67,2536
567,1.737790569852e+12,68,6770
568,1.737790569756e+12,66,1309
569,1.737790569752e+12,66,1313
570,1.737790569863e+12,66,1202
571,1.737790569856e+12,66,1209
572,1.737790569851e+12,66,1214
573,1.737790569855e+12,69,11678
574,1.737790569801e+12,67,2596
575,1.737790569865e+12,68,6757
576,1.737790569857e+12,66,1208
577,1.737790569854e+12,67,2543
578,1.737790569831e+12,67,2566
579,1.737790569853e+12,67,2544
580,1.737790569752e+12,66,1313
581,1.737790569861e+12,66,1204
582,1.737790569855e+12,67,2542
583,1.737790569852e+12,66,1213
584,1.737790569852e+12,66,1213
585,1.737790569855e+12,66,1210
586,1.737790569852e+12,67,2545
587,1.737790569844e+12,67,2553
588,1.737790569854e+12,66,1211
589,1.737790569852e+12,69,11681
590,1.737790569854e+12,67,2543
591,1.737790569851e+12,68,6771
592,1.737790569857e+12,66,1208
593,1.73779056986e+12,66,1205
594,1.737790569853e+12,67,2544
595,1.737790569844e+12,66,1221
596,1.737790569753e+12,66,1312
597,1.737790569841e+12,67,2556
598,1.737790569855e+12,66,1210
599,1.737790569854e+12,67,2543
600,1.737790569854e+12,66,1211
601,1.737790569801e+12,67,2596
602,1.737790569842e+12,67,2555
603,1.737790569856e+12,66,1209
604,1.737790569862e+12,66,1203
605,1.737790569801e+12,66,1264
606,1.7377905698e+12,67,2597
607,1.737790569853e+12,67,2544
608,1.737790569856e+12,66,1209
609,1.737790569832e+12,69,11701
610,1.737790569831e+12,67,2566
611,1.737790569855e+12,68,6767
612,1.737790569801e+12,66,1264
613,1.737790569831e+12,69,11702
614,1.737790569801e+12,67,2596
615,1.737790569852e+12,67,2545
616,1.737790569869e+12,66,1196
617,1.737790569852e+12,69,11681
618,1.737790569855e+12,67,2542
619,1.737790569865e+12,68,6757
620,1.737790569869e+12,66,1196
621,1.737790569852e+12,67,2545
622,1.737790569857e+12,67,2540
623,1.737790569853e+12,68,6769
624,1.73779056986e+12,66,1205
625,1.737790569856e+12,67,2541
626,1.737790569854e+12,67,2543
627,1.737790569851e+12,67,2546
628,1.737790569854e+12,66,1211
629,1.737790569842e+12,69,11691
630,1.737790569856e+12,67,2541
631,1.737790569865e+12,68,6757
632,1.737790569832e+12,66,1233
633,1.737790569853e+12,69,11680
634,1.737790569862e+12,66,1203
635,1.737790569831e+12,68,6791
636,1.737790569861e+12,66,1204
637,1.737790569861e+12,69,11672
638,1.737790569864e+12,67,2533
639,1.737790569865e+12,67,2532
640,1.73779056987e+12,66,1195
641,1.737790569864e+12,66,1201
642,1.737790569854e+12,66,1211
643,1.737790569852e+12,66,1213
644,1.737790569862e+12,66,1203
645,1.737790569852e+12,67,2545
646,1.737790569854e+12,67,2543
647,1.737790569855e+12,66,1210
648,1.737790569854e+12,66,1211
649,1.737790569856e+12,69,11677
650,1.737790569844e+12,67,2553
651,1.73779056984e+12,68,6782
652,1.73779056986e+12,66,1205
653,1.737790569855e+12,69,11678
654,1.737790569854e+12,67,2543
655,1.737790569831e+12,68,6791
656,1.737790569869e+12,66,1196
657,1.737790569858e+12,66,1207
658,1.73779056984e+12,67,2557
659,1.737790569855e+12,68,6767
660,1.737790569831e+12,66,1234
661,1.737790569856e+12,69,11677
662,1.737790569854e+12,67,2543
663,1.737790569851e+12,66,1214
664,1.737790569854e+12,66,1211
665,1.737790569841e+12,69,11692
666,1.737790569863e+12,67,2534
667,1.737790569854e+12,68,6768
668,1.737790569857e+12,66,1208
669,1.737790569864e+12,66,1201
670,1.737790569841e+12,67,2556
671,1.737790569841e+12,68,6781
672,1.737790569853e+12,66,1212
673,1.737790569836e+12,69,11697
674,1.737790569801e+12,66,1264
675,1.737790569853e+12,68,6769
676,1.737790569841e+12,66,1224
677,1.737790569835e+12,69,11698
678,1.737790569852e+12,67,2545
679,1.737790569855e+12,68,6767
680,1.737790569858e+12,66,1207
681,1.737790569854e+12,69,11679
682,1.737790569854e+12,67,2543
683,1.737790569844e+12,66,1221
684,1.737790569854e+12,66,1211
685,1.737790569856e+12,67,2541
686,1.73779056984e+12,67,2557
687,1.737790569853e+12,66,1212
688,1.737790569861e+12,66,1204
689,1.73779056986e+12,69,11673
690,1.737790569862e+12,67,2535
691,1.737790569852e+12,66,1213
692,1.737790569831e+12,66,1234
693,1.737790569852e+12,69,11681
694,1.737790569855e+12,66,1210
695,1.737790569853e+12,68,6769
696,1.737790569841e+12,66,1224
697,1.737790569858e+12,69,11675
698,1.737790569854e+12,67,2543
699,1.73779056984e+12,68,6782
700,1.737790569852e+12,66,1213
701,1.737790569858e+12,69,11675
702,1.737790569853e+12,67,2544
703,1.737790569853e+12,68,6769
704,1.737790569832e+12,66,1233
705,1.737790569852e+12,69,11681
706,1.737790569842e+12,67,2555
707,1.737790569841e+12,68,6781
708,1.737790569855e+12,66,1210
709,1.737790569852e+12,69,11681
710,1.737790569837e+12,67,2560
711,1.737790569852e+12,68,6770
712,1.737790569861e+12,66,1204
713,1.737790569856e+12,66,1209
714,1.737790569853e+12,67,2544
715,1.737790569853e+12,68,6769
716,1.737790569853e+12,66,1212
717,1.737790569855e+12,66,1210
718,1.737790569848e+12,67,2549
719,1.737790569832e+12,66,1233
720,1.737790569862e+12,66,1203
721,1.73779056986e+12,67,2537
722,1.737790569854e+12,66,1211
723,1.737790569841e+12,68,6781
724,1.737790569851e+12,66,1214
725,1.737790569853e+12,69,11680
726,1.73779056985e+12,67,2547
727,1.737790569852e+12,68,6770
728,1.737790569832e+12,66,1233
729,1.737790569841e+12,69,11692
730,1.737790569854e+12,67,2543
731,1.737790569837e+12,67,2560
732,1.737790569841e+12,66,1224
733,1.737790569853e+12,69,11680
734,1.737790569836e+12,67,2561
735,1.73779056985e+12,67,2547
736,1.737790569836e+12,66,1229
737,1.737790569862e+12,67,2535
738,1.737790569854e+12,66,1211
739,1.737790569865e+12,68,6757
740,1.737790569854e+12,66,1211
741,1.737790569861e+12,68,6761
742,1.737790569856e+12,67,2541
743,1.737790569851e+12,66,1214
744,1.737790569853e+12,66,1212
745,1.737790569852e+12,67,2545
746,1.737790569854e+12,67,2543
747,1.737790569853e+12,68,6769
748,1.73779056984e+12,66,1225
749,1.737790569853e+12,68,6769
750,1.737790569853e+12,67,2544
751,1.737790569855e+12,68,6767
752,1.737790569869e+12,66,1196
753,1.737790569852e+12,67,2545
754,1.737790569854e+12,67,2543
755,1.737790569853e+12,66,1212
756,1.737790569831e+12,66,1234
757,1.737790569855e+12,67,2542
758,1.737790569852e+12,66,1213
759,1.737790569853e+12,66,1212
760,1.737790569852e+12,66,1213
761,1.73779056984e+12,69,11693
762,1.737790569852e+12,67,2545
763,1.737790569841e+12,68,6781
764,1.737790569845e+12,66,1220
765,1.737790569852e+12,67,2545
766,1.737790569864e+12,66,1201
767,1.73779056986e+12,68,6762
768,1.737790569868e+12,66,1197
769,1.737790569854e+12,67,2543
770,1.737790569857e+12,66,1208
771,1.73779056985e+12,68,6772
772,1.73779056987e+12,66,1195
773,1.737790569852e+12,69,11681
774,1.737790569853e+12,67,2544
775,1.73779056984e+12,67,2557
776,1.737790569853e+12,66,1212
777,1.737790569857e+12,69,11676
778,1.737790569857e+12,67,2540
779,1.737790569865e+12,68,6757
780,1.737790569851e+12,66,1214
781,1.737790569851e+12,69,11682
782,1.737790569854e+12,67,2543
783,1.737790569853e+12,68,6769
784,1.737790569869e+12,66,1196
785,1.737790569865e+12,66,1200
786,1.737790569866e+12,67,2531
787,1.737790569865e+12,67,2532
788,1.737790569869e+12,66,1196
789,1.737790569801e+12,67,2596
790,1.737790569866e+12,67,2531
791,1.737790569866e+12,66,1199
792,1.737790569841e+12,66,1224
793,1.737790569856e+12,69,11677
794,1.737790569852e+12,67,2545
795,1.737790569866e+12,68,6756
796,1.737790569869e+12,66,1196
797,1.737790569801e+12,69,11732
798,1.737790569801e+12,67,2596
799,1.737790569867e+12,68,6755
800,1.737790570708e+12,67,1689
801,1.737790570721e+12,67,1676
802,1.737790570708e+12,67,1689
803,1.737790570708e+12,67,1689
804,1.737790570708e+12,67,1689
805,1.737790570754e+12,67,1643
806,1.737790570709e+12,67,1688
807,1.737790570709e+12,68,5913
808,1.737790570759e+12,67,1638
809,1.737790570748e+12,67,1649
810,1.737790570758e+12,67,1639
811,1.737790570708e+12,68,5914
812,1.737790570709e+12,67,1688
813,1.737790570709e+12,67,1688
814,1.737790570759e+12,67,1638
815,1.737790570709e+12,67,1688
816,1.73779057072e+12,67,1677
817,1.737790570726e+12,67,1671
818,1.737790570721e+12,67,1676
819,1.737790570709e+12,67,1688
820,1.737790570709e+12,67,1688
